Symbol,Name,Exchange,Sector,Industry,SCTR,Universe,Close,Volume,Market Cap
DFS,Discover Financial Services,NYSE,Financial,Consumer Finance,29,lrg,100,6521437,28100
FAST,Fastenal Co.,NASD,Industrial,Industrial Suppliers,25.2,lrg,48.76,3152093,28037
TROW,"T. Rowe Price Associates, Inc.",NASD,Financial,Asset Managers,19.4,lrg,122.68,1148616,27848.359
KEYS,Keysight Technologies Inc.,NYSE,Technology,Electronic Equipment,66.7,lrg,153.4,534131,27611.998
AVB,"Avalonbay Communities, Inc.",NYSE,Real Estate,Residential REITs,23.5,lrg,196.05,573762,27447
EQR,Equity Residential Property Trust,NYSE,Real Estate,Residential REITs,27.4,lrg,72.68,1523575,27327.68
APTV,Aptiv Plc,NYSE,Consumer Discretionary,Auto Parts,14.7,lrg,100.41,2213326,27211.111
AMP,Ameriprise Financial Inc.,NYSE,Financial,Investment Services,24,lrg,245.34,601220,26987.4
AME,"Ametek, Inc.",NYSE,Industrial,Diversified Industrials,35.3,lrg,115.63,692328,26710.529
DHI,DR Horton Inc.,NYSE,Consumer Discretionary,Home Construction,59.4,lrg,75.83,6413509,26692.16
ON,ON Semiconductor Corp.,NASD,Technology,Semiconductors,96.2,lrg,61.17,4519362,26608.949
CBRE,"CBRE Group, Inc.",NYSE,Real Estate,Real Estate Services,44.4,lrg,81.26,1594477,26572.021
AWK,American Water Works Co. Inc.,NYSE,Utilities,Water,39.9,lrg,145.95,942320,26562.9
WY,Weyerhaeuser Co.,NYSE,Real Estate,Specialty REITs,62.6,lrg,35.5,3492574,26412
ALB,Albemarle Corp.,NYSE,Materials,Specialty Chemicals,85.5,lrg,225.6,865250,26395.201
EBAY,"eBay, Inc.",NASD,Consumer Discretionary,Special Consumer Services,21.8,lrg,46.65,2964100,26124
OKE,"Oneok, Inc.",NYSE,Energy,Pipelines,69.4,lrg,58.4,2752221,26104.801
HRL,Hormel Foods Corp.,NYSE,Consumer Staples,Food Products,61.8,lrg,47.28,962529,25814.879
SIVB,SVB Financial Group,NASD,Financial,Banks,10.5,lrg,436.17,726977,25734.031
ROK,Rockwell Automation,NYSE,Industrial,Industrial Machinery,20.5,lrg,220.5,849500,25578
HAL,Halliburton Co.,NYSE,Energy,Oil Equipment & Services,26.2,lrg,28.14,11546497,25382.279
STT,State Street Corp.,NYSE,Financial,Asset Managers,17.5,lrg,67.82,1826787,24889.939
BKR,Baker Hughes Company,NASD,Energy,Oil Equipment & Services,10.9,lrg,24.92,17634127,24546.199
EFX,"Equifax, Inc.",NYSE,Industrial,Business Support Services,46.7,lrg,200.56,1222839,24468.32
LUV,Southwest Airlines Co.,NYSE,Industrial,Airlines,58,lrg,40.89,7632670,24247.77
ARE,"Alexandria R E Eqty, Inc.",NYSE,Real Estate,Industrial & Office REITs,15.9,lrg,148.19,1596624,24154.971
GWW,"WW Grainger, Inc.",NYSE,Industrial,Industrial Suppliers,68.5,lrg,473.32,258659,24139.32
LEN,Lennar Corp.,NYSE,Consumer Discretionary,Home Construction,68.3,lrg,82.08,3174966,23885.281
K,Kellogg Co.,NYSE,Consumer Staples,Food Products,81.2,lrg,70.24,1661609,23741.119
DTE,DTE Energy Co.,NYSE,Utilities,Conventional Electricity,68,lrg,121.52,1048641,23574.879
EXR,Extra Space Storage Inc.,NYSE,Real Estate,Specialty REITs,55.2,lrg,175.43,436145,23507.619
FITB,Fifth Third Bancorp,NASD,Financial,Banks,12.5,lrg,34.25,6766247,23495.5
WST,West Pharmaceutical Services,NYSE,Health Care,Medical Supplies,35.7,lrg,316.6,646124,23428.4
LH,Laboratory Corporation of America Holdings,NYSE,Health Care,Health Care Providers,57.6,lrg,249.09,722936,23165.369
EIX,"Edison Intl, Inc.",NYSE,Utilities,Conventional Electricity,49.5,lrg,60.76,1037062,23149.559
CDW,CDW Corp.,NASD,Technology,Computer Services,65.3,lrg,171.25,456683,23118.75
BALL,Ball Corp.,NYSE,Materials,Containers & Packaging,26.4,lrg,71.82,2592081,22982.4
ZBH,"Zimmer Biomet Holdings, Inc.",NYSE,Health Care,Medical Equipment,35.2,lrg,108.45,1222715,22774.5
DRE,Duke Realty Corp.,NYSE,Real Estate,Industrial & Office REITs,89.1,lrg,59.1,1720189,22753.5
CHD,"Church & Dwight Co, Inc.",NYSE,Consumer Staples,Nondurable Home Products,56.3,lrg,93.19,1435038,22645.17
ANSS,"ANSYS, Inc.",NASD,Technology,Software,25.4,lrg,260.17,317416,22634.791
CTRA,Coterra Energy Inc.,NYSE,Energy,Exploration & Production,98.9,lrg,28.06,6499322,22616.359
ALGN,"Align Technology, Inc.",NASD,Health Care,Medical Supplies,5.2,lrg,284.24,733333,22454.959
WTW,Willis Towers Watson Public Ltd. Co.,NASD,Financial,Insurance Brokers,38.2,lrg,201.91,358672,22412.01
AEE,Ameren Corp.,NYSE,Utilities,Multiutilities,60.7,lrg,86.31,885093,22267.979
MKC,"McCormick & Co., Inc.",NYSE,Consumer Staples,Food Products,27.5,lrg,83,968531,22244
TSCO,Tractor Supply Co.,NASD,Consumer Discretionary,Specialty Retailers,54.4,lrg,198.42,2482919,22223.039
STE,Steris plc,NYSE,Health Care,Medical Equipment,72.5,lrg,219.71,390593,21971
ETR,Entergy Corp Hldg Co.,NYSE,Utilities,Conventional Electricity,58.3,lrg,107.96,766737,21915.879
FE,Firstenergy Corp.,NYSE,Utilities,Conventional Electricity,42,lrg,37.82,2483732,21595.221
MPWR,"Monolithic Power Systems, Inc.",NASD,Technology,Semiconductors,94.7,lrg,456.03,463036,21433.41
TTWO,"Take-Two Interactive Software, Inc.",NASD,Communication Services,Internet,29.7,lrg,132.27,1303696,21427.74
ULTA,"Ulta Beauty, Inc.",NASD,Consumer Discretionary,Specialty Retailers,91.8,lrg,411.27,578598,21386.039
MTCH,"Match Group, Inc",NASD,Communication Services,Internet,5.5,lrg,74.68,1934947,21358.48
FTV,Fortive Corp.,NYSE,Industrial,Diversified Industrials,38,lrg,58.79,1769395,21046.82
WAT,Waters Corp.,NYSE,Health Care,Medical Equipment,91.6,lrg,349.48,428128,20968.801
RJF,Raymond James Financial Inc.,NYSE,Financial,Investment Services,73.3,lrg,96.45,758825,20929.648
LYV,"Live Nation Entertainment, Inc.",NYSE,Communication Services,Entertainment,37.2,lrg,91.56,1078369,20875.68
GRMN,Garmin Ltd.,NYSE,Consumer Discretionary,Recreational Products,55.6,lrg,107.89,796523,20822.77
VMC,Vulcan Materials Co.,NYSE,Industrial,Building Materials,35.5,lrg,156.46,592335,20809.182
IT,"Gartner Group, Inc.",NYSE,Technology,Computer Services,59.9,lrg,256.83,280337,20803.229
HIG,"Hartford Financial Services Group, Inc.",NYSE,Financial,Full Line Insurance,28.2,lrg,63.06,1542889,20746.74
VRSN,"VeriSign, Inc.",NASD,Technology,Computer Services,58.6,lrg,186.76,487008,20543.6
FANG,"Diamondback Energy, Inc.",NASD,Energy,Exploration & Production,44.8,lrg,115.97,1392521,20526.689
VTR,"Ventas, Inc.",NYSE,Real Estate,Specialty REITs,63.4,lrg,51.29,1160149,20516
DAL,Delta Air Lines Inc.,NYSE,Industrial,Airlines,18.6,lrg,31.96,15521983,20486.359
MLM,Martin Marietta Materials,NYSE,Industrial,Building Materials,40.1,lrg,329.7,316821,20441.4
NTRS,Northern Trust Corp.,NASD,Financial,Asset Managers,22.5,lrg,97.51,1161220,20282.08
GPC,Genuine Parts Co.,NYSE,Consumer Discretionary,Auto Parts,92.2,lrg,142.55,650469,20242.1
URI,"United Rentals, Inc.",NYSE,Industrial,Business Support Services,61,lrg,279.79,711753,20144.881
PPL,PPL Corp.,NYSE,Utilities,Conventional Electricity,50.9,lrg,27.24,3247155,20048.641
PAYC,"Paycom Software, Inc.",NYSE,Technology,Software,85.7,lrg,330.97,274390,19858.199
MAA,Mid-America Apartment Communities Inc.,NYSE,Real Estate,Residential REITs,33.9,lrg,172.4,585317,19826
CTLT,"Catalent, Inc.",NYSE,Health Care,Pharmaceuticals,85.4,lrg,110.1,1016143,19707.9
HBAN,Huntington Bancshares Inc.,NASD,Financial,Banks,45.7,lrg,13.34,20004709,19196.26
PWR,"Quanta Services, Inc.",NYSE,Industrial,Heavy Construction,98.8,lrg,133.14,547406,19172.16
AMCR,Amcor plc,NYSE,Materials,Containers & Packaging,84.1,lrg,12.64,8753984,19136.961
RF,Regions Financial Corp.,NYSE,Financial,Banks,61.5,lrg,20.37,12503759,19045.951
TDY,Teledyne Technologies,NYSE,Technology,Electronic Equipment,71.4,lrg,404.11,161311,18993.17
EPAM,"EPAM Systems, Inc.",NYSE,Technology,Software,13.3,lrg,330.92,524358,18862.441
PKI,"Perkinelmer, Inc.",NYSE,Health Care,Medical Supplies,40.6,lrg,147.96,826071,18642.961
CFG,Citizens Financial Group Inc.,NYSE,Financial,Banks,13.9,lrg,37.54,4883755,18582.301
CMS,CMS Energy Corp.,NYSE,Utilities,Conventional Electricity,59.8,lrg,63.92,2091984,18536.799
CNP,"CenterPoint Energy, Inc.",NYSE,Utilities,Multiutilities,80.6,lrg,29.32,2196871,18442.279
INCY,Incyte Corp.,NASD,Health Care,Biotechnology,93.6,lrg,82.86,1273519,18394.92
VFC,VFCorp,NYSE,Consumer Discretionary,Clothing & Accessories,10.8,lrg,47.3,6100403,18352.4
DOV,Dover Corp.,NYSE,Industrial,Industrial Machinery,17.4,lrg,127.44,1737582,18351.359
HPE,Hewlett Packard Enterprise Co.,NYSE,Technology,Computer Services,36.2,lrg,14.06,8386330,18263.941
IR,Ingersoll Rand Inc,NYSE,Industrial,Industrial Machinery,30.3,lrg,44.96,1633376,18253.76
BR,"Broadridge Financial Solutions, LLC",NYSE,Technology,Software,83.4,lrg,155.9,312373,18240.299
CLX,Clorox Co.,NYSE,Consumer Staples,Nondurable Home Products,51.4,lrg,147.95,826045,18197.85
FOX,Fox Corporation,NASD,Communication Services,Entertainment,62.7,lrg,32.42,824186,18057.939
JBHT,"J.B. Hunt Transport Services, Inc.",NASD,Industrial,Trucking,50.5,lrg,171.89,894181,18048.449
ROL,"Rollins, Inc.",NYSE,Industrial,Industrial Suppliers,93.5,lrg,36.56,657069,17987.521
STX,"Seagate Technology Holdings, Inc.",NASD,Technology,Computer Hardware,64.4,lrg,83.61,3380203,17976.15
HOLX,"Hologic, Inc.",NASD,Health Care,Medical Supplies,72.6,lrg,71.89,2165868,17900.609
MOH,"Molina Healthcare, Inc.",NYSE,Health Care,Health Care Providers,88.9,lrg,302.52,340642,17848.68
CF,"CF Industries Holdings, Inc.",NYSE,Materials,Specialty Chemicals,94,lrg,85.31,1748413,17829.789
CINF,Cincinnati Financial Corp.,NASD,Financial,Property-Casualty Insurance,32.6,lrg,110.71,474628,17713.6
CEG,Constellation Energy Corp.,NASD,Utilities,Conventional Electricity,,,54.16,1816760,17710.32
ZBRA,Zebra Technologies Corp.,NASD,Technology,Electronic Equipment,11.7,lrg,332.15,371016,17603.949
BBY,"Best Buy Co, Inc.",NYSE,Consumer Discretionary,Specialty Retailers,33.2,lrg,78.2,2338712,17595
BRO,Brown & Brown Inc.,NYSE,Financial,Property-Casualty Insurance,78.4,lrg,62.36,1010566,17585.52
ESS,"Essex Property Trust, Inc.",NYSE,Real Estate,Residential REITs,23.9,lrg,269.61,328129,17524.648
SWK,Stanley Black & Decker Inc.,NYSE,Industrial,Diversified Industrials,10.1,lrg,115.74,1212426,17476.74
MOS,Mosaic Co.,NYSE,Materials,Specialty Chemicals,79.7,lrg,48.18,3559825,17441.16
SWKS,Skyworks Solutions Inc.,NASD,Technology,Semiconductors,27.2,lrg,108.15,1127455,17412.15
WRB,W. R. Berkley Corp.,NYSE,Financial,Property-Casualty Insurance,86.8,lrg,64.38,1579106,17060.699
EXPD,"Expeditors Intl of Washington, Inc.",NASD,Industrial,Delivery Services,44.1,lrg,101.46,801382,17045.279
KEY,Keycorp,NYSE,Financial,Banks,17.1,lrg,18.26,19771605,17018.32
FLT,FleetCor Technologies Inc.,NYSE,Technology,Computer Services,48.7,lrg,220.91,349954,17010.07
PARA,Paramount Global,NASD,Communication Services,Entertainment,13.2,lrg,26.02,6386234,16886.98
J,Jacobs Engineering Group Inc.,NYSE,Industrial,Heavy Construction,72.2,lrg,129.02,342021,16643.58
TER,"Teradyne, Inc.",NASD,Technology,Semiconductors,24.3,lrg,102.77,1072638,16443.199
SYF,Synchrony Financial,NYSE,Financial,Consumer Finance,17.8,lrg,32.66,7149317,16362.66
PFG,Principal Financial Group,NASD,Financial,Life Insurance,35.6,lrg,64.67,826225,16361.51
TRMB,Trimble Inc.,NASD,Technology,Electronic Equipment,52.9,lrg,64.49,742751,16122.499
SEDG,"SolarEdge Technologies, Inc.",NASD,Technology,Renewable Energy Equipment,95.7,lrg,292.98,625928,16113.9
EXPE,"Expedia, Inc",NASD,Consumer Discretionary,Travel & Tourism,1.6,lrg,102.37,1933517,16072.091
IP,International Paper Co.,NYSE,Materials,Paper,44.2,lrg,43.27,1813320,16053.17
BIO,"Bio-Rad Laboratories, Inc.",NYSE,Health Care,Medical Equipment,57.5,lrg,534.41,212695,16032.299
GNRC,Generac Holdings Inc.,NYSE,Industrial,Building Materials,50.7,lrg,249.88,666854,15992.32
CAG,"ConAgra Brands, Inc.",NYSE,Consumer Staples,Food Products,53.6,lrg,33.18,2501326,15926.4
WAB,Wabtec,NYSE,Industrial,Commercial Vehicles,58.7,lrg,86.32,666476,15796.56
WDC,Western Digital Corp.,NASD,Technology,Computer Hardware,40.3,lrg,50.43,2549183,15784.59
DGX,Quest Diagnostics Inc.,NYSE,Health Care,Health Care Providers,60.6,lrg,134.63,1676391,15751.711
EQT,EQT Corp.,NYSE,Energy,Exploration & Production,99.9,lrg,42.44,7828833,15702.8
MRO,Marathon Oil,NYSE,Energy,Integrated Oil & Gas,83.8,lrg,22.16,13058473,15689.28
ATO,Atmos Energy Corp.,NYSE,Utilities,Gas Distribution,84.3,lrg,112.62,706438,15654.181
FDS,"Factset Research Sys, Inc.",NYSE,Financial,Investment Services,80.3,lrg,411.05,229937,15619.899
NTAP,NetApp Inc.,NASD,Technology,Computer Hardware,38.9,lrg,70.52,968940,15584.919
COO,Cooper Cos. Inc.,NYSE,Health Care,Medical Supplies,19,lrg,315.88,219909,15478.12
CAH,"Cardinal Health, Inc.",NYSE,Health Care,Medical Supplies,89.5,lrg,56.13,1973430,15267.36
KMX,Carmax Inc.,NYSE,Consumer Discretionary,Specialty Retailers,42.2,lrg,96.01,1077161,15265.591
BXP,"Boston Properties, Inc.",NYSE,Real Estate,Industrial & Office REITs,8.4,lrg,88.01,1194786,15225.73
DRI,"Darden Restaurants, Inc.",NYSE,Consumer Discretionary,Restaurants & Bars,53.4,lrg,121.69,827836,15211.25
TYL,"Tyler Technologies, Inc.",NYSE,Technology,Computer Services,44.5,lrg,370.97,194558,15209.771
LKQ,LKQ Corp.,NASD,Consumer Discretionary,Auto Parts,87.4,lrg,53.38,1167983,15106.54
AKAM,"Akamai Technologies, Inc.",NASD,Technology,Software,26.6,lrg,94.15,9947445,15064
XYL,Xylem Inc.,NYSE,Industrial,Industrial Machinery,28.1,lrg,82.96,891153,14932.8
IEX,Idex Corp.,NYSE,Industrial,Industrial Machinery,60.8,lrg,192.64,458482,14640.64
DPZ,Domino's Pizza Group LTD,NYSE,Consumer Discretionary,Restaurants & Bars,55,lrg,405.64,1089703,14603.041
UDR,United Dominion Realty Trust,NYSE,Real Estate,Residential REITs,24.1,lrg,45.69,1108349,14529.42
HWM,Howmet Aerospace Inc.,NYSE,Industrial,Diversified Industrials,85.1,lrg,34.75,2456872,14525.5
EVRG,"Evergy, Inc.",NYSE,Utilities,Conventional Electricity,59.6,lrg,63.37,808877,14511.729
NLOK,NortonLifeLock Inc,NASD,Technology,Software,77,lrg,25.01,5614044,14505.8
JKHY,"Jack Henry & Associates, Inc.",NASD,Technology,Computer Services,97.6,lrg,198.69,418768,14504.37
AVY,Avery Dennison Corp.,NYSE,Materials,Specialty Chemicals,61.4,lrg,176.03,339581,14434.46
TECH,Bio-Techne Corporation,NASD,Health Care,Biotechnology,68.8,lrg,370.11,288952,14434.289
CPT,Camden Property Trust,NYSE,Real Estate,Residential REITs,28.7,lrg,134.58,394399,14400.061
PEAK,Healthpeak Properties Inc,NYSE,Real Estate,Specialty REITs,15.6,lrg,26.66,2914380,14396.4
CPB,Campbell Soup Co.,NYSE,Consumer Staples,Food Products,80.7,lrg,47.61,1400189,14330.61
TRGP,Targa Resources Corp.,NYSE,Energy,Exploration & Production,85.3,lrg,62.7,1680732,14295.601
POOL,SCP Pool Corp.,NASD,Consumer Discretionary,Recreational Products,10.6,lrg,356.57,1220955,14262.801
OMC,"Omnicom Group, Inc.",NYSE,Communication Services,Media Agencies,62.2,lrg,69.23,2334781,14261.381
LNT,Alliant Energy Corp.,NASD,Utilities,Conventional Electricity,48.3,lrg,56.55,1675862,14194.05
L,Loews Corp.,NYSE,Financial,Property-Casualty Insurance,47.4,lrg,57.4,494229,14120.4
CSL,"Carlisle Cos, Inc.",NYSE,Industrial,Diversified Industrials,96.9,lrg,267.41,326186,13905.32
TXT,"Textron, Inc.",NYSE,Industrial,Aerospace,54.9,lrg,64.44,824675,13854.601
LDOS,"Leidos Holdings, Inc.",NYSE,Industrial,Defense,80.8,lrg,100.89,828765,13821.93
SJM,The J. M. Smucker Co.,NYSE,Consumer Staples,Food Products,49,lrg,128.74,539252,13775.181
IRM,"Iron Mountain, Inc.",NYSE,Real Estate,Specialty REITs,77.9,lrg,47.26,1578584,13752.659
NVR,"NVR, Inc.",NYSE,Consumer Discretionary,Home Construction,68.4,lrg,4552.68,13629,13658.041
MGM,MGM Resorts International,NYSE,Consumer Discretionary,Gambling,18.2,lrg,31.44,3390913,13393.44
STLD,"Steel Dynamics, Inc.",NASD,Materials,Steel,92.4,lrg,70.73,3149945,13367.971
PKG,Packaging Corp Of America,NYSE,Materials,Containers & Packaging,74.9,lrg,141.87,580171,13335.779
FMC,FMC Corp.,NYSE,Materials,Specialty Chemicals,46.5,lrg,105.78,596205,13328.28
AES,AES Corp.,NYSE,Utilities,Conventional Electricity,19.8,lrg,19.91,4754373,13299.88
MAS,Masco Corp.,NYSE,Industrial,Building Materials,70.7,lrg,56.3,1628188,13286.8
KIM,Kimco Realty Corp.,NYSE,Real Estate,Retail REITs,63.5,lrg,21.41,2763424,13231.38
PTC,"PTC, Inc.",NASD,Technology,Software,74.1,lrg,112.54,627504,13167.18
CBOE,CBOE Global Markets Inc.,AMEX,Financial,Investment Services,90.4,lrg,124,440847,13144
ABMD,"ABIOMED, Inc.",NASD,Health Care,Medical Equipment,77.6,lrg,284.81,222994,13101.26
CTXS,"Citrix Systems, Inc.",NASD,Technology,Software,71.2,lrg,101.71,592702,12917.17
CHRW,"C.H. Robinson Worldwide, Inc.",NASD,Industrial,Trucking,67.3,lrg,101.38,940276,12875.26
BEN,"Franklin Resources, Inc.",NYSE,Financial,Asset Managers,34,lrg,25.62,2250170,12810
NDSN,Nordson Corp.,NASD,Industrial,Industrial Machinery,73.9,lrg,220.14,222611,12768.12
WTRG,"Essential Utilities, Inc.",NYSE,Utilities,Water,81.9,lrg,48.22,802296,12633.641
TFX,"Teleflex, Inc.",NYSE,Health Care,Medical Supplies,26,lrg,267.32,516441,12564.04
CE,Celanese Corp.,NYSE,Materials,Commodity Chemicals,6.1,lrg,115.19,737142,12440.521
TAP,Molson Coors Brewing Co.,NYSE,Consumer Staples,Brewers,94.3,lrg,57.18,1546788,12408.061
HST,Host Hotels & Resorts Inc.,NYSE,Real Estate,Hotel & Lodging REITs,71.1,lrg,17.22,7020346,12312.3
ETSY,Etsy Inc.,NASD,Consumer Discretionary,Special Consumer Services,18.1,mid,96.87,4720367,12302.49
UAL,United Airlines Holdings Inc.,NASD,Industrial,Airlines,18.9,lrg,37.44,29856024,12242.88
CRL,Charles River Laboratorie,NYSE,Health Care,Biotechnology,17,lrg,238.04,518046,12140.04
FICO,"Fair Isaac & Co., Inc.",NYSE,Technology,Software,95.9,lrg,466.22,280103,12121.72
EMN,Eastman Chemical Co.,NYSE,Materials,Commodity Chemicals,18.5,lrg,93.12,729387,12012.48
VTRS,Viatris Inc.,NASD,Health Care,Pharmaceuticals,5.1,lrg,9.88,8530616,11974.561
FHN,First Horizon National Corp.,NYSE,Financial,Banks,96.5,lrg,22.17,1641285,11860.95
HAS,"Hasbro, Inc.",NASD,Consumer Discretionary,Toys,44,lrg,84.8,1676483,11787.2
AZPN,"Aspen Technology, Inc.",NASD,Technology,Software,92.7,lrg,182.3,109192,11667.2
GME,Gamestop Corp.,NYSE,Consumer Discretionary,Specialty Retailers,97.4,mid,153.47,2319435,11663.72
AAP,Advance Auto Parts Inc.,NYSE,Consumer Discretionary,Specialty Retailers,38.6,lrg,189.83,791465,11579.63
IPG,Interpublic Grp Of Cos,NYSE,Communication Services,Media Agencies,27.7,lrg,29.15,3950786,11485.1
SCI,Service Corp.,NYSE,Consumer Discretionary,Special Consumer Services,94.6,lrg,72.13,779122,11468.67
SBNY,Signature Bank,NASD,Financial,Banks,0.9,lrg,181.57,1271018,11438.91
NI,"Nisource, Inc.",NYSE,Utilities,Gas Distribution,65,lrg,28.09,4391028,11404.54
AFG,"American Fncl Group, Inc.",NYSE,Financial,Property-Casualty Insurance,84.5,lrg,134.07,251608,11395.95
RS,Reliance Steel & Aluminum,NYSE,Materials,Steel,93,lrg,183.67,391213,11387.54
BLDR,"Builders FirstSource, Inc.",NYSE,Industrial,Building Materials,83.8,mid,65.69,2641883,11364.37
QRVO,"Qorvo, Inc.",NASD,Technology,Semiconductors,30.9,mid,107.01,1002816,11343.061
APA,APA Corporation,NASD,Energy,Exploration & Production,52.1,lrg,33.29,6646779,11252.021
CCL,Carnival Corp.,NYSE,Consumer Discretionary,Recreational Services,1.8,mid,9.85,144224979,11238.851
SNA,Snap On Inc. Holding Co.,NYSE,Industrial,Industrial Suppliers,79.6,lrg,211.81,488786,11225.93
RGEN,Repligen Corp.,NASD,Health Care,Biotechnology,95.4,mid,203.64,1890945,11200.2
RPM,"RPM Intl, Inc.",NYSE,Materials,Specialty Chemicals,80.1,lrg,86.23,520743,11123.671
PCTY,Paylocity Holding Corp.,NASD,Technology,Software,85.1,mid,199.32,199583,10962.601
Y,Alleghany Corp.,NYSE,Financial,Property-Casualty Insurance,95.5,lrg,836.84,66287,10878.92
PHM,"PulteGroup, Inc.",NYSE,Consumer Discretionary,Home Construction,66,mid,45.58,2773498,10848.04
REG,Regency Realty Corp.,NASD,Real Estate,Retail REITs,55.5,lrg,62.99,679267,10834.28
LW,"Lamb Weston Holdings, Inc.",NYSE,Consumer Staples,Food Products,96.3,lrg,75.17,889828,10824.479
LUMN,Lumen Technologies Inc,NYSE,Communication Services,Fixed Telecommunications,34.7,lrg,10.45,19527436,10794.85
HSIC,"Henry Schein, Inc.",NASD,Health Care,Medical Supplies,70.8,lrg,77.94,780174,10755.721
WRK,WestRock Co.,NYSE,Materials,Containers & Packaging,43.3,mid,41.48,1154769,10577.399
RE,"Everest Re Group, Ltd.",NYSE,Financial,Reinsurance,52.5,lrg,270.24,154598,10539.359
HUBB,"Hubbell, Inc.",NYSE,Technology,Electrical Components,81.3,mid,195.11,158253,10535.94
GGG,"Graco, Inc.",NYSE,Industrial,Industrial Machinery,44.7,mid,62,478783,10478
CMA,"Comerica, Inc.",NYSE,Financial,Banks,51.1,mid,79.37,1129233,10397.471
MKTX,MarketAxess Holdings Inc.,NASD,Financial,Investment Services,15.7,mid,270.67,560044,10285.461
REXR,"Rexford Industrial Realty, Inc.",NYSE,Real Estate,Industrial & Office REITs,45,mid,62.05,1846762,10238.25
UTHR,United Therapeutics Corp.,NASD,Health Care,Biotechnology,88.6,lrg,226.2,408001,10179
EWBC,"East West Bancorp, Inc.",NASD,Financial,Banks,52.5,mid,71.59,1214401,10165.779
WSO,"Watsco, Inc.",NYSE,Industrial,Building Materials,61,mid,257.61,384586,10046.789
DISH,DISH Network Corp.,NASD,Communication Services,Entertainment,6.4,mid,18.91,3331630,10022.3
GL,Globe Life Inc.,NYSE,Financial,Life Insurance,73.2,mid,100.72,379893,9971.28
LAMR,Lamar Advertising Co.,NASD,Real Estate,Specialty REITs,62.7,mid,98.36,402235,9934.36
WOLF,"Wolfspeed, Inc.",NYSE,Technology,Semiconductors,56.8,mid,79.68,1885259,9880.32
NWSA,News Corp.,NASD,Communication Services,Publishing,29.7,mid,16.83,2575342,9862.38
BRKR,Bruker Corp.,NASD,Health Care,Medical Equipment,72.5,mid,66.07,839211,9844.43
LSI,"Life Storage, Inc.",NYSE,Real Estate,Specialty REITs,55.1,mid,117.13,431619,9838.92
DAR,Darling Ingredients Inc.,NYSE,Consumer Staples,Food Products,28.7,mid,60.63,925572,9822.061
JAZZ,"Jazz Pharmaceuticals, Inc.",NASD,Health Care,Pharmaceuticals,86.3,mid,158.37,369477,9818.939
DINO,HF Sinclair Corporation,NYSE,Energy,Exploration & Production,88.9,mid,43.84,1465900,9776.32
MPW,Medical Properties Trust Inc.,NYSE,Real Estate,Specialty REITs,24.5,mid,16.24,4914068,9744
WSM,"Williams Sonoma, Inc.",NYSE,Consumer Discretionary,Specialty Retailers,80.9,mid,140.73,1005569,9710.37
ACM,Aecom Technology Corp.,NYSE,Industrial,Heavy Construction,66.2,mid,68.05,489593,9595.051
JNPR,Juniper Networks,NYSE,Technology,Telecom Equipment,44.3,mid,29.24,3632233,9444.52
WHR,Whirlpool Corp.,NYSE,Consumer Discretionary,Durable Household Products,40.3,mid,168.54,694910,9438.239
CZR,"Caesars Entertainment, Inc.",NASD,Consumer Discretionary,Gambling,6.1,mid,44.08,2371868,9433.12
FFIV,"F5 Networks, Inc.",NASD,Technology,Telecom Equipment,15.8,mid,156.83,796453,9409.8
SNX,TD SYNNEX Corp.,NYSE,Technology,Computer Hardware,56.6,mid,97.82,173541,9390.72
NBIX,"Neurocrine Biosciences, Inc.",NASD,Health Care,Biotechnology,93.5,mid,97.6,350073,9369.6
BJ,"BJ's Wholesale Club Holdings, Inc.",NYSE,Consumer Discretionary,Specialty Retailers,92.2,mid,69.14,1098812,9333.9
JLL,"Jones Lang Lasalle, Inc.",NYSE,Real Estate,Real Estate Services,26,mid,184.38,313385,9219
AOS,Smith AO Corp.,NYSE,Industrial,Building Materials,33,mid,58.95,777152,9196.2
RHI,"Robert Half Intl, Inc.",NYSE,Industrial,Business Support Services,21.4,mid,82.7,1316521,9179.699
AAL,American Airlines Group Inc.,NASD,Industrial,Airlines,22.8,mid,14.08,64624886,9152
RCL,Royal Caribbean Cruises,NYSE,Consumer Discretionary,Recreational Services,0.9,mid,35.75,10385387,9116.25
AIZ,Assurant Inc.,NYSE,Financial,Life Insurance,76.6,mid,168.78,231420,9114.12
ALLE,Allegion Public Ltd. Co.,NYSE,Industrial,Business Support Services,41.5,mid,103.46,692327,9104.479
ACC,American Campus Communities Inc.,NYSE,Real Estate,Residential REITs,93.1,mid,65.32,1034829,9079.479
CLF,Cleveland-Cliffs Inc,NYSE,Materials,Steel,29.8,mid,17.14,24695953,8998.5
TTC,Toro Co.,NYSE,Industrial,Commercial Vehicles,62.6,mid,84.79,263947,8902.95
FBHS,"Fortune Brands Home & Security, Inc.",NYSE,Industrial,Building Materials,26.5,mid,67.72,1057571,8871.32
BWA,"BorgWarner, Inc.",NYSE,Consumer Discretionary,Auto Parts,35.6,mid,36.37,1580311,8728.8
CABO,"Cable One, Inc.",NYSE,Communication Services,Fixed Telecommunications,77.9,mid,1452.32,69304,8713.92
LNC,Lincoln National Corp.,NYSE,Financial,Life Insurance,20.6,mid,50.5,1276805,8686
SEE,Sealed Air Corp New,NYSE,Materials,Containers & Packaging,47.4,mid,59.44,663371,8678.24
